           (-7.56968e-05,0)              (2.8854e-05,0)             (-0.00169196,0)             (0.000491782,0)              (0.00099736,0)            (-0.000305948,0)            (-0.000143977,0)              (0.00109546,0)            (-2.08736e-05,0)  (0.000405325,-8.46624e-05)   (0.000405325,8.46624e-05)   (0.000270741,0.000641779)  (0.000270741,-0.000641779)    (-0.00875704,0.00820565)   (-0.00875704,-0.00820565)    (-0.00109952,0.00509177)   (-0.00109952,-0.00509177)             (0.000298159,0)             (0.000293896,0)            (-0.000140112,0)              (0.00106047,0)             (6.60347e-05,0)            (-0.000210944,0)               (-0.121757,0)            (-0.000245095,0)              (0.00110982,0)            (-0.000460125,0)             (1.12465e-15,0)            (-1.57494e-15,0)            (-4.07774e-15,0)
            (0.000500431,0)             (-8.7557e-05,0)                (0.023401,0)             (-0.00755604,0)              (-0.0198698,0)              (0.00405553,0)             (0.000634705,0)              (-0.0253211,0)            (-2.22262e-05,0)     (-0.0029458,-0.0115257)      (-0.0029458,0.0115257)      (0.0349591,-0.0448628)       (0.0349591,0.0448628)         (0.511396,0.370302)        (0.511396,-0.370302)        (0.382783,0.0238042)       (0.382783,-0.0238042)             (-0.00441944,0)             (-0.00110637,0)              (0.00119202,0)               (0.0142561,0)              (-0.0218977,0)               (0.0488314,0)               (-0.207431,0)                (0.168558,0)               (-0.406275,0)                (0.190315,0)                (0.446379,0)              (0.00113228,0)             (5.27039e-06,0)
            (0.000179588,0)             (-0.00428177,0)              (-0.0218745,0)               (-0.130682,0)               (-0.404545,0)               (-0.945151,0)              (-0.0388875,0)               (-0.211127,0)             (-0.00693588,0)  (-0.000221424,0.000204292) (-0.000221424,-0.000204292)  (-0.000383944,0.000602528) (-0.000383944,-0.000602528)     (0.00127596,-0.0016018)      (0.00127596,0.0016018)     (-0.0185982,-0.0200876)      (-0.0185982,0.0200876)               (0.0221373,0)                (0.117046,0)              (-0.0146603,0)                (0.549928,0)              (0.00690869,0)               (-0.178368,0)                (0.145025,0)            (-0.000602147,0)             (-0.00260574,0)             (-0.00134678,0)            (-1.70162e-15,0)             (1.76348e-15,0)            (-6.54155e-15,0)
           (-0.000139716,0)             (3.23052e-08,0)             (-0.00175984,0)               (0.0026824,0)             (-0.00188701,0)               (0.0227016,0)               (-0.218948,0)                 (0.23494,0)             (1.45055e-05,0)    (0.00199463,-0.00169216)     (0.00199463,0.00169216)    (0.00827033,-0.00149165)     (0.00827033,0.00149165)     (0.0186034,-0.00809677)      (0.0186034,0.00809677)       (0.0338495,-0.130809)        (0.0338495,0.130809)              (0.00247106,0)             (-0.00030647,0)             (-0.00346617,0)               (0.0331106,0)              (0.00142989,0)             (-0.00538618,0)               (0.0335666,0)                (0.007695,0)              (-0.0188052,0)                 (0.63008,0)             (3.60814e-14,0)            (-1.89338e-14,0)            (-3.51973e-14,0)
            (-0.00190226,0)             (1.84832e-06,0)               (0.0281095,0)              (-0.0194577,0)              (0.00870336,0)              (-0.0927663,0)                (0.672597,0)               (-0.691189,0)            (-1.91337e-05,0)    (0.00464134,0.000285061)   (0.00464134,-0.000285061)      (0.0105125,0.00597061)     (0.0105125,-0.00597061)      (0.0267721,0.00909891)     (0.0267721,-0.00909891)        (0.111529,-0.110151)         (0.111529,0.110151)              (0.00108494,0)            (-0.000197807,0)             (-0.00236644,0)               (0.0239766,0)              (0.00102244,0)             (-0.00418916,0)               (0.0315697,0)               (0.0070195,0)              (-0.0163601,0)                (0.565981,0)             (3.71766e-14,0)            (-1.91579e-14,0)            (-3.48658e-14,0)
           (-1.69311e-05,0)             (0.000292737,0)             (0.000650292,0)            (-0.000202393,0)              (-0.0118881,0)              (-0.0362391,0)             (-0.00232692,0)              (-0.0139101,0)             (-0.00102678,0) (-4.56708e-05,-6.79836e-05)  (-4.56708e-05,6.79836e-05) (-0.000315017,-4.60865e-05)  (-0.000315017,4.60865e-05)     (0.00100239,0.00109069)    (0.00100239,-0.00109069)      (0.0180073,-0.0173799)       (0.0180073,0.0173799)               (0.0148116,0)                (0.113352,0)              (-0.0155344,0)                (0.640258,0)              (0.00789815,0)               (-0.239587,0)                (0.166254,0)             (-0.00159059,0)             (-0.00526402,0)             (-0.00185683,0)            (-2.83264e-15,0)             (3.42646e-15,0)              (-3.298e-14,0)
           (-3.71655e-05,0)              (3.1356e-08,0)             (0.000374955,0)            (-0.000193542,0)             (5.57797e-05,0)             (-0.00047897,0)              (0.00105391,0)            (-0.000641817,0)             (3.34496e-07,0)  (0.000163716,-7.71202e-05)   (0.000163716,7.71202e-05)   (0.000546497,5.96405e-06)  (0.000546497,-5.96405e-06)   (0.00126309,-0.000273186)    (0.00126309,0.000273186)     (0.0028065,-0.00793033)      (0.0028065,0.00793033)             (0.000117579,0)             (-1.4528e-05,0)            (-0.000162119,0)              (0.00150896,0)             (6.56245e-05,0)            (-0.000229532,0)               (-0.122094,0)            (-0.000208413,0)            (-0.000452236,0)             (0.000678558,0)             (1.13651e-15,0)            (-1.57822e-15,0)            (-4.08594e-15,0)
            (0.000240563,0)             (0.000187597,0)              (-0.0035568,0)              (0.00332637,0)             (-0.00247102,0)              (0.00739797,0)              (-0.0251802,0)               (0.0127587,0)            (-0.000658694,0)   (-0.00212884,-0.00304527)    (-0.00212884,0.00304527)     (0.00258368,-0.0552838)      (0.00258368,0.0552838)      (0.0120383,-0.0419159)       (0.0120383,0.0419159)       (-0.657345,-0.133891)        (-0.657345,0.133891)               (0.0121234,0)               (0.0417345,0)              (0.00458131,0)              (-0.0644866,0)              (-0.0218279,0)               (0.0528361,0)               (0.0541622,0)                (0.149133,0)                (0.157455,0)               (-0.331627,0)                (0.446379,0)              (0.00113228,0)             (5.27039e-06,0)
             (-0.0474473,0)                (0.995307,0)               (0.0273215,0)                (0.123787,0)               (0.0294021,0)               (-0.106751,0)               (-0.104107,0)               (-0.111303,0)               (-0.030225,0)      (0.00409031,0.0134164)     (0.00409031,-0.0134164)    (-0.00823236,0.00572302)   (-0.00823236,-0.00572302)     (-0.00457043,0.0061122)    (-0.00457043,-0.0061122)    (0.00315601,-0.00927745)     (0.00315601,0.00927745)                  (0.4516,0)               (-0.302197,0)                (0.123212,0)              (-0.0817333,0)              (-0.0045359,0)              (-0.0621659,0)                 (0.11078,0)              (-0.0035179,0)             (-0.00453899,0)             (0.000498935,0)             (1.11972e-12,0)             (2.02456e-11,0)            (-1.60545e-13,0)
               (0.998517,0)              (-0.0838592,0)               (-0.125866,0)               (0.0107447,0)              (-0.0628736,0)              (0.00237939,0)               (0.0135899,0)              (-0.0804124,0)             (0.000544902,0)        (-0.23566,-0.352061)         (-0.23566,0.352061)      (0.0054686,-0.0729999)       (0.0054686,0.0729999)      (0.0405569,-0.0155371)       (0.0405569,0.0155371)     (-0.0178722,-0.0069928)      (-0.0178722,0.0069928)             (-0.00413687,0)              (0.00105956,0)             (0.000125761,0)             (-0.00213109,0)            (-0.000183458,0)            (-4.69717e-05,0)               (-0.014925,0)             (5.38411e-05,0)             (0.000327854,0)             (0.000213963,0)             (6.96385e-08,0)              (1.2385e-06,0)            (-7.69646e-11,0)
            (-2.0084e-32,0)             (1.27411e-28,0)             (6.67573e-25,0)              (2.5147e-23,0)             (8.92342e-21,0)            (-8.03216e-21,0)            (-1.34045e-20,0)             (1.29619e-20,0)            (-1.14693e-20,0) (-4.78994e-22,-6.78597e-23)  (-4.78994e-22,6.78597e-23)  (-4.43609e-20,4.95127e-21) (-4.43609e-20,-4.95127e-21) (-2.33328e-20,-4.75554e-20)  (-2.33328e-20,4.75554e-20) (-1.32807e-19,-1.66929e-19)  (-1.32807e-19,1.66929e-19)             (1.74999e-18,0)            (-2.96747e-17,0)             (8.96447e-17,0)            (-4.23301e-17,0)             (2.42104e-18,0)            (-2.52301e-17,0)            (-1.66098e-16,0)             (2.52367e-17,0)             (1.27954e-17,0)             (4.40054e-17,0)               (0.0331801,0)                (0.590096,0)            (-3.66641e-05,0)
             (0.00341734,0)               (0.0459935,0)              (0.00534438,0)               (0.0378498,0)               (0.0120361,0)              (-0.0462815,0)              (-0.0533539,0)              (-0.0579218,0)              (-0.0236042,0)    (-0.0306831,-0.00954056)     (-0.0306831,0.00954056)     (-0.0183207,-0.0170188)      (-0.0183207,0.0170188)    (-0.0115733,-0.00482266)     (-0.0115733,0.00482266)     (0.0199852,-0.00877367)      (0.0199852,0.00877367)                (0.883208,0)               (-0.729759,0)                (0.310649,0)               (-0.215738,0)               (-0.011804,0)               (-0.177063,0)                (0.148615,0)              (-0.0127418,0)              (-0.0155806,0)             (0.000723668,0)             (8.43916e-13,0)             (1.62778e-11,0)            (-6.68775e-13,0)
             (0.00373676,0)             (7.97302e-05,0)             (0.000862118,0)            (-0.000125457,0)              (0.00101573,0)              (-4.201e-05,0)            (-0.000292076,0)              (0.00177902,0)            (-1.99065e-05,0)     (-0.0236312,0.00860411)    (-0.0236312,-0.00860411)    (-0.00580258,-0.0013796)     (-0.00580258,0.0013796)   (-0.00100172,-0.00338011)    (-0.00100172,0.00338011)    (-0.00109884,0.00219778)   (-0.00109884,-0.00219778)             (0.000659743,0)            (-0.000293356,0)            (-3.61458e-05,0)              (0.00079265,0)             (6.54572e-05,0)             (2.09945e-05,0)                (-0.12225,0)            (-0.000219917,0)            (-0.000412731,0)            (-0.000500055,0)             (1.19947e-15,0)            (-1.65968e-15,0)            (-4.01509e-15,0)
              (-0.025212,0)            (-0.000573244,0)             (-0.00991067,0)              (0.00224524,0)              (-0.0202093,0)             (-0.00104324,0)              (0.00382627,0)              (-0.0403044,0)            (-5.12473e-05,0)         (0.357534,0.814027)        (0.357534,-0.814027)       (-0.0346598,0.261452)      (-0.0346598,-0.261452)       (-0.118966,0.0952377)      (-0.118966,-0.0952377)        (0.161057,0.0552117)       (0.161057,-0.0552117)              (-0.0375438,0)               (0.0804645,0)              (-0.0148198,0)                (0.061279,0)              (-0.0217994,0)             (-0.00113753,0)                (0.175503,0)                (0.155225,0)                (0.143198,0)                (0.208619,0)                (0.446379,0)              (0.00113114,0)             (5.27046e-06,0)
           (-0.000214948,0)             (-0.00957268,0)             (-0.00304614,0)               (-0.027716,0)             (-0.00606957,0)               (0.0571289,0)               (0.0624055,0)               (0.0788141,0)               (-0.998754,0)   (-0.000284855,0.00207621)  (-0.000284855,-0.00207621)     (0.00269677,0.00251918)    (0.00269677,-0.00251918)      (0.00195158,0.0038933)     (0.00195158,-0.0038933)   (-0.00366772,-0.00459915)    (-0.00366772,0.00459915)               (0.0899796,0)                (0.159765,0)               (-0.619285,0)               (-0.161457,0)               (0.0211794,0)              (-0.0314518,0)                (0.157636,0)            (-0.000327213,0)            (-0.000672234,0)              (0.00077057,0)             (4.61318e-12,0)            (-7.27096e-11,0)             (9.00499e-11,0)
            (-0.00276373,0)              (0.00038891,0)              (0.00651543,0)            (-0.000808779,0)              (0.00570706,0)            (-0.000290286,0)             (-0.00303399,0)               (0.0119982,0)            (-0.000854344,0)     (0.0348514,-0.00612899)      (0.0348514,0.00612899)      (-0.141846,-0.0420329)       (-0.141846,0.0420329)      (0.0107059,-0.0637075)       (0.0107059,0.0637075)       (-0.010073,0.0139265)      (-0.010073,-0.0139265)              (0.00349553,0)             (0.000181621,0)              (-0.0140315,0)               (-0.115685,0)               (-0.935968,0)            (-0.000648256,0)               (-0.279484,0)            (-0.000321412,0)             (0.000133476,0)            (-0.000484048,0)              (4.2896e-07,0)             (-6.7574e-06,0)             (8.37007e-06,0)
            (-1.4836e-46,0)                (8.09e-42,0)             (2.99869e-37,0)             (3.94329e-35,0)             (3.70603e-32,0)            (-4.44777e-32,0)            (-1.51346e-31,0)              (1.6357e-31,0)            (-1.17663e-30,0)     (5.2209e-32,3.2329e-32)    (5.2209e-32,-3.2329e-32)   (3.75485e-29,1.67347e-29)  (3.75485e-29,-1.67347e-29)   (2.11991e-29,5.07923e-29)  (2.11991e-29,-5.07923e-29)   (-6.6913e-28,2.79738e-27)  (-6.6913e-28,-2.79738e-27)             (1.10651e-24,0)            (-3.66495e-21,0)             (1.17691e-19,0)            (-1.54628e-18,0)            (-1.13494e-17,0)             (1.18995e-18,0)             (1.15317e-17,0)            (-2.13853e-19,0)             (9.03657e-19,0)            (-1.28316e-17,0)               (0.0512493,0)               (-0.807329,0)                       (1,0)
            (4.42058e-05,0)               (0.0018333,0)             (0.000522773,0)              (0.00336099,0)             (0.000652211,0)             (-0.00482052,0)             (-0.00381666,0)             (-0.00421439,0)              (-0.0294064,0)  (-0.000370859,0.000926001) (-0.000370859,-0.000926001)   (-0.00118352,-0.00833856)    (-0.00118352,0.00833856)   (0.00154293,-8.22937e-05)    (0.00154293,8.22937e-05)      (0.0024651,-0.0030468)       (0.0024651,0.0030468)               (0.0562566,0)                (0.162603,0)               (-0.702872,0)               (-0.208085,0)               (0.0238968,0)              (-0.0492385,0)                 (0.17387,0)             (-0.00164419,0)             (-0.00253631,0)             (0.000850871,0)             (4.20907e-12,0)            (-6.65344e-11,0)             (8.22851e-11,0)
           (-0.000354876,0)             (4.94582e-05,0)             (0.000818573,0)            (-0.000100588,0)             (0.000702933,0)            (-3.56254e-05,0)            (-0.000369348,0)              (0.00145862,0)            (-0.000100615,0)    (0.00449921,-0.00131977)     (0.00449921,0.00131977)    (-0.0195762,-0.00263264)     (-0.0195762,0.00263264)    (6.6546e-05,-0.00852217)     (6.6546e-05,0.00852217)   (-0.000891522,0.00218405)  (-0.000891522,-0.00218405)             (0.000282777,0)             (7.55753e-06,0)            (-0.000325451,0)             (0.000600324,0)             (-0.00210325,0)             (4.96108e-05,0)               (-0.122783,0)            (-0.000220148,0)             (-0.00041117,0)             (-0.00050277,0)             (1.28412e-15,0)            (-1.64969e-15,0)            (-3.99015e-15,0)
             (0.00238331,0)            (-0.000284255,0)             (-0.00934273,0)              (0.00185034,0)              (-0.0144293,0)             (-0.00116657,0)              (0.00549152,0)              (-0.0332814,0)              (0.00237086,0)      (-0.0557342,-0.152692)       (-0.0557342,0.152692)       (-0.0298472,0.940174)      (-0.0298472,-0.940174)       (-0.377954,0.0883971)      (-0.377954,-0.0883971)        (0.157751,0.0394779)       (0.157751,-0.0394779)             (-0.00301034,0)               (0.0386668,0)               (0.0297361,0)               (0.0950467,0)                (0.347543,0)             (-0.00730264,0)                (0.589081,0)                (0.155347,0)                (0.142634,0)                (0.209863,0)                (0.446379,0)              (0.00113841,0)            (-2.31515e-06,0)
